project,genome,file_accession,type,output_type,replicates,pipe,Target,Biosample
ENCSR713KVZ,GRCh38,ENCFF760GCW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HMGXB4,WTC11
ENCSR714LYA,GRCh38,ENCFF379CCD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PRDM2,HEK293
ENCSR714LZQ,GRCh38,ENCFF692SQX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF664,HEK293
ENCSR715EIP,GRCh38,ENCFF647CDO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,BRF2,HepG2
ENCSR715QNO,GRCh38,ENCFF409GGL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF362,HEK293
ENCSR717QSS,GRCh38,ENCFF399YOO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ELK1,HepG2
ENCSR717QWW,GRCh38,ENCFF696UQR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF425,WTC11
ENCSR717ZZW,GRCh38,ENCFF049BWK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,E2F1,HepG2
ENCSR718SDE,GRCh38,ENCFF752VQB,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,RLF,K562
ENCSR720ODW,GRCh38,ENCFF014RJF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,THAP4,HepG2
ENCSR720PDY,GRCh38,ENCFF627DNU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF20,HepG2
ENCSR721QZV,GRCh38,ENCFF324BAV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZSCAN18,HEK293
ENCSR722OTA,GRCh38,ENCFF175JBQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NR3C1,WTC11
ENCSR725QZQ,GRCh38,ENCFF003AMQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TIGD3,HepG2
ENCSR727IJD,GRCh38,ENCFF391XMO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF562,HepG2
ENCSR727PIC,GRCh38,ENCFF336AGC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF34,HEK293
ENCSR728MWW,GRCh38,ENCFF359GIY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZIC2,HEK293
ENCSR729HVR,GRCh38,ENCFF773XPT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF644,K562
ENCSR729LGA,GRCh38,ENCFF932UJX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SP1,MCF-7
ENCSR730DZO,GRCh38,ENCFF477OUI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ARID5B,HepG2
ENCSR731AGO,GRCh38,ENCFF075FVV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZSCAN5C,HEK293
ENCSR731LZB,GRCh38,ENCFF663KMO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF788P,HepG2
ENCSR731UPJ,GRCh38,ENCFF853YIS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZFP41,HepG2
ENCSR732PJX,GRCh38,ENCFF794DRR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NKRF,GM12878
ENCSR734CRN,GRCh38,ENCFF049ISU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZC3H8,HepG2
ENCSR734WFB,GRCh38,ENCFF926EBU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF697,HepG2
ENCSR735VJE,GRCh38,ENCFF918TGZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,LBX2,HepG2
ENCSR736ZKL,GRCh38,ENCFF410SFG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF148,HEK293
ENCSR738SLS,GRCh38,ENCFF548EZW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF449,HEK293
ENCSR739IHN,GRCh38,ENCFF170IZO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TBX21,GM12878
ENCSR740XMB,GRCh38,ENCFF691JZW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RBPJ,K562
ENCSR742DAU,GRCh38,ENCFF614IHQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HMGA2,WTC11
ENCSR744RAS,GRCh38,ENCFF885XKL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GRHL2,WTC11
ENCSR745VSQ,GRCh38,ENCFF378GRS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GMEB2,HepG2
ENCSR746XEG,GRCh38,ENCFF057NHJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NFXL1,GM12878
ENCSR747MFU,GRCh38,ENCFF344SWO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,POGK,HepG2
ENCSR748HJZ,GRCh38,ENCFF634TZG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HOXB5,A549
ENCSR748SQL,GRCh38,ENCFF157HQD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PRDM15,GM12878
ENCSR751PNN,GRCh38,ENCFF239EWM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF112,HEK293
ENCSR752NDX,GRCh38,ENCFF866HGW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF282,HepG2
ENCSR753KZY,GRCh38,ENCFF004LNW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SATB2,HepG2
ENCSR753PPY,GRCh38,ENCFF032CCV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TCF7,WTC11
ENCSR754ALX,GRCh38,ENCFF116TSA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF565,SK-N-SH
ENCSR754GYI,GRCh38,ENCFF569KYV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,BNC2,SK-N-SH
ENCSR754SOI,GRCh38,ENCFF215BMA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF529,HEK293
ENCSR755ZAY,GRCh38,ENCFF854KWX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF740,HepG2
ENCSR756CJS,GRCh38,ENCFF397CAM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF850,HepG2
ENCSR756SZU,GRCh38,ENCFF494FXL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,KLF13,HepG2
ENCSR756UNW,GRCh38,ENCFF802DLC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF548,HepG2
ENCSR757EKM,GRCh38,ENCFF290IVM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,KLF6,HepG2
ENCSR757IIU,GRCh38,ENCFF672ZQW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HMBOX1,K562
ENCSR758GOA,GRCh38,ENCFF337GED,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CREB5,SK-N-SH
ENCSR758PLU,GRCh38,ENCFF207MLR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF408,K562
ENCSR759BDG,GRCh38,ENCFF422TZK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,BCL6,HepG2
ENCSR759KXQ,GRCh38,ENCFF272IPH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF337,HepG2
ENCSR760GZL,GRCh38,ENCFF403HEQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TP53,WTC11
ENCSR760UVO,GRCh38,ENCFF488OTN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,KLF16,K562
ENCSR762DQP,GRCh38,ENCFF626HCO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF658,HEK293
ENCSR762LIP,GRCh38,ENCFF414STO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,AR,WTC11
ENCSR763FNU,GRCh38,ENCFF771XZZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CGGBP1,K562
ENCSR764CZW,GRCh38,ENCFF131ALE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF217,GM12878
ENCSR764YDL,GRCh38,ENCFF223FOF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NR0B1,K562
ENCSR764ZBK,GRCh38,ENCFF062UNZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HSF2,HepG2
ENCSR765MKZ,GRCh38,ENCFF815SBJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,DRAP1,HepG2
ENCSR767HDQ,GRCh38,ENCFF209MHH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CERS6,HepG2
ENCSR767NGL,GRCh38,ENCFF497SIC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FOSL1,HepG2
ENCSR767XSF,GRCh38,ENCFF882PUO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF555,HEK293
ENCSR768HOH,GRCh38,ENCFF629EQY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF324,HEK293
ENCSR768LIO,GRCh38,ENCFF583PWM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,OVOL3,HEK293
ENCSR768VNZ,GRCh38,ENCFF266MUN,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,ZSCAN30,HEK293
ENCSR769CWW,GRCh38,ENCFF660KDQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ATF6,HepG2
ENCSR769JRS,GRCh38,ENCFF695WON,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,AEBP2,HEK293
ENCSR770PQN,GRCh38,ENCFF188WLZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,BCL11B,HEK293
ENCSR772EEN,GRCh38,ENCFF936WES,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RELA,K562
ENCSR775EQV,GRCh38,ENCFF053ABJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF583,K562
ENCSR775FSH,GRCh38,ENCFF253UAF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF280B,K562
ENCSR775HFF,GRCh38,ENCFF196LGK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF791,HEK293
ENCSR775NLJ,GRCh38,ENCFF645IVF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CHCHD3,K562
ENCSR775YXE,GRCh38,ENCFF180WMP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB37,HepG2
ENCSR776LDJ,GRCh38,ENCFF226NBR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CBLL2,HEK293
ENCSR778UBR,GRCh38,ENCFF531CLQ,bed narrowPeak,IDR thresholded peaks,"5, 6",ENCODE4,ARID3A,GM12878
ENCSR780BBJ,GRCh38,ENCFF797VEK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZZZ3,K562
ENCSR780OXL,GRCh38,ENCFF004QJZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GMEB1,HepG2
ENCSR781EQJ,GRCh38,ENCFF327LPN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB48,HEK293
ENCSR782WRO,GRCh38,ENCFF600KEF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,"COMMD3-BMI1,BMI1",K562
ENCSR782WWY,GRCh38,ENCFF902MPB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF546,HepG2
ENCSR783EPA,GRCh38,ENCFF927NEU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TBPL1,K562
ENCSR784IMK,GRCh38,ENCFF438IYI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TFAP4,K562
ENCSR784VIQ,GRCh38,ENCFF626EEU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NR2C1,GM12878
ENCSR784VUY,GRCh38,ENCFF241UKW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RNF2,H1
ENCSR785UCD,GRCh38,ENCFF435UDQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF8,MCF-7
ENCSR787RVK,GRCh38,ENCFF705SFR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TSC22D4,K562
ENCSR788RSW,GRCh38,ENCFF125GZU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SOX6,K562
ENCSR788SXN,GRCh38,ENCFF754OSO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF607,HepG2
ENCSR792MZV,GRCh38,ENCFF351COM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MYRF,HepG2
ENCSR793HVL,GRCh38,ENCFF961ZFW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,E2F8,GM12878
ENCSR794LVK,GRCh38,ENCFF588WBI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ARNTL,HepG2
ENCSR795CKZ,GRCh38,ENCFF560NWT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZSCAN30,HepG2
ENCSR795KRU,GRCh38,ENCFF859KDF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF317,WTC11
ENCSR796ITY,GRCh38,ENCFF169MAE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NFIC,K562
ENCSR798EGJ,GRCh38,ENCFF469DNJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RNF2,A549
ENCSR798MFW,GRCh38,ENCFF798KXN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NR1H2,K562
ENCSR799DUB,GRCh38,ENCFF948XVV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,IKZF4,HepG2
ENCSR799FCZ,GRCh38,ENCFF023EDF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CREM,HepG2
ENCSR799GOY,GRCh38,ENCFF425AHN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,YBX1,HepG2
ENCSR799URB,GRCh38,ENCFF727KPY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF121,K562
ENCSR800ASH,GRCh38,ENCFF061FQH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF234,HepG2
ENCSR800KMQ,GRCh38,ENCFF124KCE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB43,K562
ENCSR801BWR,GRCh38,ENCFF524FZR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF155,HEK293
ENCSR801JWB,GRCh38,ENCFF601LMD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HOMEZ,K562
ENCSR801SNX,GRCh38,ENCFF050KYT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF512B,HepG2
ENCSR802AHH,GRCh38,ENCFF941EDY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,BCL6,K562
ENCSR802UCW,GRCh38,ENCFF780JTP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MLXIP,HepG2
ENCSR803GYT,GRCh38,ENCFF979QGX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HIC1,HEK293
ENCSR803IYP,GRCh38,ENCFF906SCU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB49,HepG2
ENCSR804OBA,GRCh38,ENCFF459NUP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,JUN,WTC11
ENCSR807LQP,GRCh38,ENCFF444VWF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SP2,HEK293
ENCSR807VQT,GRCh38,ENCFF092WKT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZMAT4,WTC11
ENCSR808FFI,GRCh38,ENCFF288NCG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZKSCAN8,HepG2
ENCSR808FZR,GRCh38,ENCFF215FJJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF841,HepG2
ENCSR809JSD,GRCh38,ENCFF093BBG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,IRF1,K562
ENCSR811JJM,GRCh38,ENCFF812KQC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF19,HEK293
ENCSR813DCK,GRCh38,ENCFF033MGN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SMAD1,GM12878
ENCSR815ZDS,GRCh38,ENCFF029RBI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SREBF1,K562
ENCSR818DQV,GRCh38,ENCFF571LUR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MAFG,K562
ENCSR819LHG,GRCh38,ENCFF497OQD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FOXA1,K562
ENCSR822CCM,GRCh38,ENCFF879NTL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ARID1B,K562
ENCSR823QTA,GRCh38,ENCFF701NLW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HOXA7,HepG2
ENCSR826YMT,GRCh38,ENCFF632APE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SMAD4,HepG2
ENCSR827NWO,GRCh38,ENCFF850UEN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FEZF1,HEK293
ENCSR827ZGB,GRCh38,ENCFF047FJP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF589,HepG2
ENCSR828NCB,GRCh38,ENCFF648CHL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GATAD2B,GM12878
ENCSR828TVO,GRCh38,ENCFF142CUN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF496,HepG2
ENCSR829WBA,GRCh38,ENCFF024BHX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,OVOL1,MCF-7
ENCSR830FJY,GRCh38,ENCFF338YFQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SOX18,HepG2
ENCSR830LDY,GRCh38,ENCFF647OBG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MEIS2,HepG2
ENCSR832PID,GRCh38,ENCFF720DYW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF318,HepG2
ENCSR835VBH,GRCh38,ENCFF064MUO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CSRNP3,SK-N-SH
ENCSR836SPL,GRCh38,ENCFF548QOU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,E2F1,WTC11
ENCSR837GLU,GRCh38,ENCFF119UOZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF232,HepG2
ENCSR837YGS,GRCh38,ENCFF207MHX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF608,SK-N-SH
ENCSR839AJZ,GRCh38,ENCFF645VCZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF446,HepG2
ENCSR839XZU,GRCh38,ENCFF294IGP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CREM,GM12878
ENCSR841GLE,GRCh38,ENCFF515LWL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF217,K562
ENCSR841YWU,GRCh38,ENCFF434IDL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,E4F1,MCF-7
ENCSR842SRB,GRCh38,ENCFF518ZKO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF350,HepG2
ENCSR843QIL,GRCh38,ENCFF585SZT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ATAD3A,HepG2
ENCSR844JVU,GRCh38,ENCFF144RKD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TCFL5,K562
ENCSR844MAB,GRCh38,ENCFF809JNC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF77,K562
ENCSR846FMR,GRCh38,ENCFF502SCY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CC2D1A,HepG2
ENCSR847LBF,GRCh38,ENCFF957CVJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FOXJ2,K562
ENCSR847PFO,GRCh38,ENCFF446JOI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HOXB7,HEK293
ENCSR848QXX,GRCh38,ENCFF141CBF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TSC22D1,MCF-7
ENCSR849DFF,GRCh38,ENCFF700GPU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PBX2,HepG2
ENCSR849FVL,GRCh38,ENCFF999HNJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GFI1,HepG2
ENCSR849LXI,GRCh38,ENCFF478MAJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MTF1,K562
ENCSR849TMV,GRCh38,ENCFF643LFY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SIX4,HepG2
ENCSR851BNE,GRCh38,ENCFF861ZJL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MEIS2,K562
ENCSR853BYT,GRCh38,ENCFF233ZOX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF292,HepG2
ENCSR854IPI,GRCh38,ENCFF313FQE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF707,HEK293
ENCSR854ORP,GRCh38,ENCFF064ZJO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF350,HEK293
ENCSR855XFL,GRCh38,ENCFF767ZRB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CREB3,HepG2
ENCSR856QJP,GRCh38,ENCFF230KZH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF775,HepG2
ENCSR858FAN,GRCh38,ENCFF067DBK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF621,HEK293
ENCSR859BMR,GRCh38,ENCFF103JPK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,KLF1,HEK293
ENCSR859FDL,GRCh38,ENCFF734BGL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF687,GM12878
ENCSR859RAO,GRCh38,ENCFF430PDB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,YY1,HEK293
ENCSR859ZAC,GRCh38,ENCFF946KCK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MYBL2,WTC11
ENCSR860ONE,GRCh38,ENCFF663PTR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,KLF15,HepG2
ENCSR860UHK,GRCh38,ENCFF876CUT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CBFB,GM12878
ENCSR860XVO,GRCh38,ENCFF611WRQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF331,MCF-7
ENCSR861JUQ,GRCh38,ENCFF639XYN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FOXK2,GM12878
ENCSR862LJQ,GRCh38,ENCFF447RUZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF296,HepG2
ENCSR862VDD,GRCh38,ENCFF009LDQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZIK1,HepG2
ENCSR863KUB,GRCh38,ENCFF736XUU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TCF7,K562
ENCSR864KNH,GRCh38,ENCFF745UTS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,YBX1,MCF-7
ENCSR864VJE,GRCh38,ENCFF180POM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZSCAN16,HEK293
ENCSR864WKA,GRCh38,ENCFF685UPN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB34,HepG2
ENCSR865HXK,GRCh38,ENCFF851ZEB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PBX3,HEK293
ENCSR866VOW,GRCh38,ENCFF341OPF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CBFB,WTC11
ENCSR867MET,GRCh38,ENCFF045UGP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,THRB,K562
ENCSR869JZW,GRCh38,ENCFF385DPO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HOXA5,HepG2
ENCSR869RSW,GRCh38,ENCFF042SUM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF766,HepG2
ENCSR870YEN,GRCh38,ENCFF537HHU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZSCAN32,K562
ENCSR871EQD,GRCh38,ENCFF804WYO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,POU2F1,HepG2
ENCSR875PEI,GRCh38,ENCFF238QAG,bed narrowPeak,IDR thresholded peaks,"1, 3",ENCODE4,TRIM22,MCF-7
ENCSR876UYH,GRCh38,ENCFF443WEJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZHX2,MCF-7
ENCSR877UJB,GRCh38,ENCFF699IZY,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,ZNF227,MCF-7
ENCSR878DES,GRCh38,ENCFF780SZL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF624,HEK293
ENCSR879HUU,GRCh38,ENCFF086RBE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GABPB2,K562
ENCSR879RGN,GRCh38,ENCFF139FEW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZFHX3,HepG2
ENCSR879YNX,GRCh38,ENCFF591TSL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ATF3,WTC11
ENCSR880PMU,GRCh38,ENCFF606UCO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,LCORL,HepG2
ENCSR882ERE,GRCh38,ENCFF560UGR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZKSCAN1,K562
ENCSR882YYL,GRCh38,ENCFF189PKJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF883,HepG2
ENCSR882ZTS,GRCh38,ENCFF928WFC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB11,HEK293
ENCSR883UGG,GRCh38,ENCFF416TFM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF445,K562
ENCSR886VSY,GRCh38,ENCFF772BAU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF224,HepG2
ENCSR886YJI,GRCh38,ENCFF550VES,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF574,HepG2
